symbol,name,reportDate,fiscalDateEnding,estimate,currency,timeOfTheDay
PSTNY,PSTNY,2026-04-28,2026-03-31,,USD,
QCRH,QCR HOLDINGS INCORPORATED,2026-04-28,2026-03-31,1.79,USD,
QNNTF,QNNTF,2026-04-28,2026-03-31,,USD,
REVXF,REVXF,2026-04-28,2026-03-31,0.17,USD,
RKVTF,RKVTF,2026-04-28,2026-03-31,,USD,
RMRDF,RMRDF,2026-04-28,2026-03-31,,USD,
RNCHF,RNCHF,2026-04-28,2026-03-31,,USD,
RNST,RENASANT CORP,2026-04-28,2026-03-31,0.84,USD,
ROIUF,ROIUF,2026-04-28,2026-03-31,,USD,
ROQAF,ROQAF,2026-04-28,2026-03-31,,USD,
RRC,RANGE RESOURCES CORP,2026-04-28,2026-03-31,0.88,USD,
RRDMF,RRDMF,2026-04-28,2026-03-31,,USD,
RTX,RTX CORP,2026-04-28,2026-03-31,1.51,USD,
SAP,SAP SE,2026-04-28,2026-03-31,1.95,USD,
SBBCF,SBBCF,2026-04-28,2026-03-31,,USD,
SBGSY,SBGSY,2026-04-28,2026-03-31,0,USD,
SCDCF,SCDCF,2026-04-28,2026-02-28,,USD,
SCGLY,SCGLY,2026-04-28,2026-03-31,,USD,
SCL,STEPAN COMPANY,2026-04-28,2026-03-31,0.9117,USD,
SCTBF,SCTBF,2026-04-28,2026-03-31,2.62,USD,
SCVPF,SCVPF,2026-04-28,2026-03-31,,USD,
SCVPY,SCVPY,2026-04-28,2026-03-31,,USD,
SDTHF,SDTHF,2026-04-28,2026-03-31,3.9,USD,
SFBC,SOUND FINANCIAL BANCORP INC,2026-04-28,2026-03-31,,USD,
SFDL,SFDL,2026-04-28,2026-03-31,,USD,
SFST,SOUTHERN FIRST BANCSHARES INC,2026-04-28,2026-03-31,1.2,USD,
SHW,SHERWIN-WILLIAMS COMPANY,2026-04-28,2026-03-31,2.28,USD,
SJ,SCIENJOY HOLDING CORPORATION - CLASS A,2026-04-28,2025-12-31,,USD,
SLXXF,SLXXF,2026-04-28,2026-03-31,,USD,
SMRVD,SMRVD,2026-04-28,2026-03-31,,USD,
SMRVF,SMRVF,2026-04-28,2026-03-31,,USD,
SMSZF,SMSZF,2026-04-28,2026-03-31,24.59,USD,
SNAP,SNAP INC - CLASS A,2026-04-28,2026-03-31,-0.08,USD,
SOCNF,SOCNF,2026-04-28,2026-03-31,,USD,
SOUTF,SOUTF,2026-04-28,2026-03-31,,USD,
SPHXF,SPHXF,2026-04-28,2026-03-31,,USD,
SPKTF,SPKTF,2026-04-28,2026-03-31,,USD,
SPOT,SPOTIFY TECHNOLOGY S.A.,2026-04-28,2026-03-31,3,USD,
SPWR,COMPLETE SOLARIA INC,2026-04-28,2026-03-31,,USD,
SR-PA,SR-PA,2026-04-28,2026-03-31,,USD,
SRDX,SRDX,2026-04-28,2026-03-31,,USD,
SSAAF,SSAAF,2026-04-28,2026-03-31,1.65,USD,
STLD,STEEL DYNAMICS INC,2026-04-28,2026-03-31,3.17,USD,
STNRF,STNRF,2026-04-28,2026-03-31,,USD,
STRYF,STRYF,2026-04-28,2026-03-31,0.91,USD,
SYF,SYNCHRONY FINANCIAL,2026-04-28,2026-03-31,2.31,USD,
SZHFF,SZHFF,2026-04-28,2026-03-31,,USD,
TCCPY,TCCPY,2026-04-28,2026-03-31,,USD,
TELNF,TELNF,2026-04-28,2026-03-31,2.18,USD,
TELNY,TELNY,2026-04-28,2026-03-31,0.2157,USD,
TENB,TENABLE HOLDINGS INC,2026-04-28,2026-03-31,0.408,USD,
TEPCY,TEPCY,2026-04-28,2026-03-31,,USD,
THFF,FIRST FINANCIAL CORP - INDIANA,2026-04-28,2026-03-31,1.63,USD,
THGPF,THGPF,2026-04-28,2026-03-31,,USD,
TIGCF,TIGCF,2026-04-28,2026-03-31,,USD,
TMGEF,TMGEF,2026-04-28,2026-02-28,,USD,
TNTFF,TNTFF,2026-04-28,2026-03-31,-0.01,USD,
TOTDF,TOTDF,2026-04-28,2026-03-31,-56.35,USD,
TRBRF,TRBRF,2026-04-28,2026-03-31,,USD,
TRDTF,TRDTF,2026-04-28,2026-03-31,,USD,
TRMK,TRUSTMARK CORP,2026-04-28,2026-03-31,0.88,USD,
TSBK,TIMBERLAND BANCORP INCORPORATED,2026-04-28,2026-03-31,,USD,
TSLA,TESLA INC,2026-04-28,2026-03-31,0.24,USD,
TX,TERNIUM S.A.,2026-04-28,2026-03-31,0.8678,USD,
UCB,UNITED COMMUNITY BANKS INC,2026-04-28,2026-03-31,0.71,USD,
UFG,UNI FUELS HOLDINGS LTD - CLASS A,2026-04-28,2025-12-31,,USD,
UNM,UNUM GROUP,2026-04-28,2026-03-31,2.09,USD,
UPS,UNITED PARCEL SERVICE INC - CLASS B,2026-04-28,2026-03-31,1.14,USD,
USNA,USANA HEALTH SCIENCES INC,2026-04-28,2026-03-31,0.44,USD,
V,VISA INC - CLASS A,2026-04-28,2026-03-31,3.09,USD,
VICR,VICOR CORP,2026-04-28,2026-03-31,0.3945,USD,
VIPRF,VIPRF,2026-04-28,2026-03-31,,USD,
VLTO,VERALTO CORP,2026-04-28,2026-03-31,1,USD,
VMI,VALMONT INDUSTRIES INC,2026-04-28,2026-03-31,4.73,USD,
VRNO,VRNO,2026-04-28,2026-03-31,-0.0132,USD,
VRNOF,VRNOF,2026-04-28,2026-03-31,-0.0132,USD,
VSCFF,VSCFF,2026-04-28,2026-03-31,,USD,
VYX,NCR VOYIX CORP,2026-04-28,2026-03-31,0.2,USD,
VZ,VERIZON COMMUNICATIONS INC,2026-04-28,2026-03-31,1.23,USD,
WBUY,WEBUY GLOBAL LIMITED,2026-04-28,2025-12-31,,USD,
WERN,WERNER ENTERPRISES INC,2026-04-28,2026-03-31,-0.02,USD,
WFG,WEST FRASER TIMBER CO. LTD,2026-04-28,2026-03-31,-1.07,USD,
WFRD,WEATHERFORD INTERNATIONAL PLC - NEW,2026-04-28,2026-03-31,1.05,USD,
WGELD,WGELD,2026-04-28,2026-03-31,,USD,
WGELF,WGELF,2026-04-28,2026-03-31,,USD,
WIMI,WIMI HOLOGRAM CLOUD INC,2026-04-28,2025-12-31,,USD,
WKGBF,WKGBF,2026-04-28,2026-01-31,,USD,
WLDPF,WLDPF,2026-04-28,2026-03-31,,USD,
WLTNF,WLTNF,2026-04-28,2026-03-31,,USD,
WNEB,WESTERN NEW ENGLAND BANCORP INC,2026-04-28,2026-03-31,0.2,USD,
WRTBF,WRTBF,2026-04-28,2026-03-31,0.26,USD,
WSBC,WESBANCO INC,2026-04-28,2026-03-31,0.87,USD,
WSBF,WATERSTONE FINANCIAL INCORPORATED,2026-04-28,2026-03-31,,USD,
XIFR,NEXTERA ENERGY PARTNERS LP,2026-04-28,2026-03-31,-0.1823,USD,
YOOIF,YOOIF,2026-04-28,2026-03-31,,USD,
ZCTSF,ZCTSF,2026-04-28,2026-03-31,,USD,
ZWS,ZURN ELKAY WATER SOLUTIONS CORPORATION,2026-04-28,2026-03-31,0.37,USD,
AAMI,BRIGHTSPHERE INVESTMENT GROUP INC,2026-04-29,2026-03-31,0.805,USD,
AAON,AAON INC,2026-04-29,2026-03-31,0.31,USD,
AAPL,APPLE INC,2026-04-29,2026-03-31,1.93,USD,
ABTS,ABITS GROUP INCORPORATED,2026-04-29,2025-12-31,,USD,
ACGL,ARCH CAPITAL GROUP LTD,2026-04-29,2026-03-31,2.45,USD,
ACR,ACRES COMMERCIAL REALTY CORPORATION,2026-04-29,2026-03-31,0.0,USD,
ACT,ENACT HOLDINGS INC,2026-04-29,2026-03-31,1.2,USD,
ADAM,ADAMAS TRUST INCORPORATED,2026-04-29,2026-03-31,0.24,USD,
ADP,AUTOMATIC DATA PROCESSING INC,2026-04-29,2026-03-31,3.3,USD,
AEIS,ADVANCED ENERGY INDUSTRIES INC,2026-04-29,2026-03-31,1.65,USD,
AER,AERCAP HOLDINGS N.V.,2026-04-29,2026-03-31,3.59,USD,
AFL,AFLAC INC,2026-04-29,2026-03-31,1.8,USD,
AGI,ALAMOS GOLD INC - CLASS A,2026-04-29,2026-03-31,0.47,USD,
AHWSF,AHWSF,2026-04-29,2026-03-31,,USD,
AIN,ALBANY INTERNATIONAL CORP - CLASS A,2026-04-29,2026-03-31,0.55,USD,
AISSF,AISSF,2026-04-29,2026-03-31,,USD,
AISXF,AISXF,2026-04-29,2026-03-31,,USD,
AITVF,AITVF,2026-04-29,2026-03-31,,USD,
AKAN,AKANDA CORPORATION,2026-04-29,2025-12-31,,USD,
ALB,ALBEMARLE CORP,2026-04-29,2026-03-31,0.73,USD,
ALGN,ALIGN TECHNOLOGY INC,2026-04-29,2026-03-31,1.74,USD,
ALKS,ALKERMES PLC,2026-04-29,2026-03-31,-0.1762,USD,
ALKT,ALKAMI TECHNOLOGY INC,2026-04-29,2026-03-31,0.03,USD,
ALL,ALLSTATE CORP (THE),2026-04-29,2026-03-31,7.12,USD,
ALSN,ALLISON TRANSMISSION HOLDINGS INC,2026-04-29,2026-03-31,1.96,USD,
ALTCF,ALTCF,2026-04-29,2026-03-31,,USD,
ALTPF,ALTPF,2026-04-29,2026-03-31,,USD,
AM,ANTERO MIDSTREAM CORP,2026-04-29,2026-03-31,0.26,USD,
AMCR,AMCOR PLC,2026-04-29,2026-03-31,0.99,USD,
AMDUF,AMDUF,2026-04-29,2026-03-31,1.51,USD,
AMEGF,AMEGF,2026-04-29,2026-03-31,,USD,
AMGDF,AMGDF,2026-04-29,2026-03-31,-0.06,USD,
AMGN,AMGEN INC,2026-04-29,2026-03-31,5.16,USD,
AMSF,AMERISAFE INC,2026-04-29,2026-03-31,0.54,USD,
AMX,AMERICA MOVIL S.A.B.DE C.V.,2026-04-29,2026-03-31,0.42,USD,
AMZN,AMAZON.COM INC,2026-04-29,2026-03-31,1.73,USD,
ANGH,ANGHAMI INC,2026-04-29,2025-12-31,,USD,
ANL,ADLAI NORTYE LIMITED,2026-04-29,2025-12-31,,USD,
ANNSD,ANNSD,2026-04-29,2026-03-31,0.21,USD,
ANNSF,ANNSF,2026-04-29,2026-03-31,0.21,USD,
APM,APTORUM GROUP LTD - CLASS A,2026-04-29,2025-12-31,,USD,
APRAF,APRAF,2026-04-29,2026-03-31,,USD,
APYRF,APYRF,2026-04-29,2026-03-31,,USD,
AR,ANTERO RESOURCES CORPORATION,2026-04-29,2026-03-31,0.74,USD,
ARAY,ACCURAY INCORPORATED,2026-04-29,2026-03-31,,USD,
ARCB,ARCBEST CORP,2026-04-29,2026-03-31,0.19,USD,
ASH,ASHLAND INCORPORATED,2026-04-29,2026-03-31,1.02,USD,
ASX,ASE TECHNOLOGY HOLDING CO.LTD,2026-04-29,2026-03-31,,USD,
ATNI,ATN INTERNATIONAL INCORPORATED,2026-04-29,2026-03-31,0.04,USD,
ATOM,ATOMERA INC,2026-04-29,2026-03-31,-0.14,USD,
AVB,AVALONBAY COMMUNITIES INCORPORATED,2026-04-29,2026-03-31,2.8,USD,
AVT,AVNET INCORPORATED,2026-04-29,2026-03-31,1.33,USD,
AWK,AMERICAN WATER WORKS CO. INC,2026-04-29,2026-03-31,1.11,USD,
AWRE,AWARE INCORPORATED,2026-04-29,2026-03-31,,USD,
AX,AXOS FINANCIAL INC,2026-04-29,2026-03-31,2.16,USD,
AXS,AXIS CAPITAL HOLDINGS LTD,2026-04-29,2026-03-31,3.19,USD,
AXTI,AXT INC,2026-04-29,2026-03-31,-0.0752,USD,
AZN_OLD,AZN_OLD,2026-04-29,2026-03-31,1.27,USD,
BBBMF,BBBMF,2026-04-29,2026-02-28,,USD,
BBD,BANCO BRADESCO S.A.,2026-04-29,2026-03-31,0.1155,USD,
BBKCF,BBKCF,2026-04-29,2026-03-31,0,USD,
BBVA,BANCO BILBAO VIZCAYA ARGENTARIA.,2026-04-29,2026-03-31,0.57,USD,post-market
BCCLF,BCCLF,2026-04-29,2026-03-31,0.34,USD,
BCDRF,BCDRF,2026-04-29,2026-03-31,0.23,EUR,
BDRPF,BDRPF,2026-04-29,2026-03-31,,USD,
BDRXF,BDRXF,2026-04-29,2026-03-31,,USD,
BDX,BECTON DICKINSON & COMPANY,2026-04-29,2026-03-31,3.33,USD,
BE,BLOOM ENERGY CORP - CLASS A,2026-04-29,2026-03-31,-0.02,USD,
BG,BUNGE GLOBAL SA,2026-04-29,2026-03-31,1.77,USD,
BGADF,BGADF,2026-04-29,2026-03-31,,USD,
BHAT,BLUE HAT INTERACTIVE ENTERTAINMENT TECHNOLOGY,2026-04-29,2025-12-31,,USD,
BHC,BAUSCH HEALTH COMPANIES INC,2026-04-29,2026-03-31,0.81,USD,
BIO-B,BIO-RAD LABORATORIES INC - CLASS B,2026-04-29,2026-03-31,,USD,
BIOAF,BIOAF,2026-04-29,2026-02-28,0,USD,
BIP,BROOKFIELD INFRASTRUCTURE PARTNERS L.P,2026-04-29,2026-03-31,0.91,USD,
BIPC,BROOKFIELD INFRASTRUCTURE CORP (EXCHANGEABLE SHARES) - CLASS A,2026-04-29,2026-03-31,2.7,USD,
BKRKF,BKRKF,2026-04-29,2026-03-31,106.13,USD,
BKRKY,BKRKY,2026-04-29,2026-03-31,0.3166,USD,
BLCO,BAUSCH + LOMB CORPORATION,2026-04-29,2026-03-31,0.07,USD,
BLKB,BLACKBAUD INC,2026-04-29,2026-03-31,0.73,USD,
BLTMF,BLTMF,2026-04-29,2026-03-31,,USD,
BNL,BROADSTONE NET LEASE INC,2026-04-29,2026-03-31,0.37,USD,
BOMBF,BOMBF,2026-04-29,2026-03-31,,USD,
BORT,BORT,2026-04-29,2026-03-31,,USD,
BORTP,BORTP,2026-04-29,2026-03-31,,USD,
BOTJ,BANK OF JAMES FINANCIAL GROUP INC,2026-04-29,2026-03-31,,USD,
BOVNF,BOVNF,2026-04-29,2026-03-31,,USD,
BRIOF,BRIOF,2026-04-29,2026-02-28,,USD,
BRUZF,BRUZF,2026-04-29,2026-03-31,,USD,
BSAC,BANCO SANTANDER CHILE SA,2026-04-29,2026-03-31,0.62,USD,
BSBK,BOGOTA FINANCIAL CORPORATION,2026-04-29,2026-03-31,,USD,
BSBR,BANCO SANTANDER (BRASIL) S.A.,2026-04-29,2026-03-31,0.2056,USD,
BTCT,BTC DIGITAL LIMITED,2026-04-29,2025-12-31,,USD,
BVN,BUENAVENTURA MINING COMPANY INCORPORATED,2026-04-29,2026-03-31,0.75,USD,
BXMT,BLACKSTONE MORTGAGE TRUST INC - CLASS A,2026-04-29,2026-03-31,0.34,USD,
CABGY,CABGY,2026-04-29,2026-03-31,0,USD,
CACC,CREDIT ACCEPTANCE CORP,2026-04-29,2026-03-31,10.61,USD,
CAKE,THE CHEESECAKE FACTORY INCORPORATED,2026-04-29,2026-03-31,1.01,USD,
CAT,CATERPILLAR INC,2026-04-29,2026-03-31,4.44,USD,
CBUTD,CBUTD,2026-04-29,2026-03-31,,USD,
CBUTF,CBUTF,2026-04-29,2026-03-31,,USD,
CCI,CROWN CASTLE INCORPORATED,2026-04-29,2026-03-31,0.97,USD,
CCOJY,CCOJY,2026-04-29,2026-03-31,,USD,
CD,CHAINCE DIGITAL HOLDINGS INCORPORATED,2026-04-29,2025-12-31,,USD,
CDE,COEUR MINING INC,2026-04-29,2026-03-31,0.3567,USD,
CDNA,CAREDX INCORPORATED,2026-04-29,2026-03-31,-0.03,USD,
CFLT,CONFLUENT INC CLASS A,2026-04-29,2026-03-31,-0.14,USD,
CFR-PB,CFR-PB,2026-04-29,2026-03-31,,USD,
CGDCF,CGDCF,2026-04-29,2026-03-31,,USD,
CGNX,COGNEX CORP,2026-04-29,2026-03-31,0.2,USD,
CHEF,CHEFS` WAREHOUSE INC,2026-04-29,2026-03-31,0.23,USD,
CHHYF,CHHYF,2026-04-29,2026-03-31,,USD,
CHRW,C.H. ROBINSON WORLDWIDE INC,2026-04-29,2026-03-31,1.27,USD,
CJPRF,CJPRF,2026-04-29,2026-03-31,67.7,USD,
CJPRY,CJPRY,2026-04-29,2026-03-31,0.2143,USD,
CLBK,COLUMBIA FINANCIAL INC,2026-04-29,2026-03-31,0.15,USD,
CLH,CLEAN HARBORS INCORPORATED,2026-04-29,2026-03-31,1.13,USD,
CLLKF,CLLKF,2026-04-29,2026-03-31,-1.15,USD,
CLMB,CLIMB GLOBAL SOLUTIONS INC,2026-04-29,2026-03-31,0.91,USD,
CLWT,EURO TECH HOLDINGS CO. LTD,2026-04-29,2025-12-31,,USD,
CMPR,CIMPRESS PLC,2026-04-29,2026-03-31,0.17,USD,
CNF,CNFINANCE HOLDINGS LTD,2026-04-29,2026-03-31,,USD,
CNH,CNH INDUSTRIAL NV,2026-04-29,2026-03-31,0.0736,USD,
CNMD,CONMED CORPORATION,2026-04-29,2026-03-31,0.82,USD,
CNXN,PC CONNECTION INC,2026-04-29,2026-03-31,0.63,USD,
COCO,THE VITA COCO COMPANY INCORPORATED,2026-04-29,2026-03-31,0.34,USD,
COFS,CHOICEONE FINANCIAL SERVICES INC,2026-04-29,2026-03-31,0.85,USD,
COKE,COCA-COLA CONSOLIDATED INC,2026-04-29,2026-03-31,,USD,
COSRF,COSRF,2026-04-29,2026-03-31,,USD,
CP,CANADIAN PACIFIC KANSAS CITY LTD,2026-04-29,2026-03-31,0.84,USD,
CPIFF,CPIFF,2026-04-29,2026-01-31,,USD,
CPSH,CPS TECHNOLOGIES CORPORATION,2026-04-29,2026-03-31,0.01,USD,
CQRLF,CQRLF,2026-04-29,2026-03-31,,USD,
CRICF,CRICF,2026-04-29,2026-02-28,,USD,
CRK,COMSTOCK RESOURCES INC,2026-04-29,2026-03-31,0.16,USD,
CRUCD,CRUCD,2026-04-29,2026-03-31,,USD,
CRUCF,CRUCF,2026-04-29,2026-03-31,,USD,
CSTM,CONSTELLIUM SE,2026-04-29,2026-03-31,0.57,USD,
CSV,CARRIAGE SERVICES INCORPORATED,2026-04-29,2026-03-31,0.86,USD,
CTS,CTS CORP,2026-04-29,2026-03-31,0.52,USD,
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP - CLASS A,2026-04-29,2026-03-31,1.34,USD,
CVAC,CUREVAC N.V.,2026-04-29,2026-03-31,-0.07,USD,
CVEO,CIVEO CORP,2026-04-29,2026-03-31,-0.37,USD,
CVRX,CVRX INC,2026-04-29,2026-03-31,-0.5,USD,
CWAN,CLEARWATER ANALYTICS HOLDINGS INCORPORATED,2026-04-29,2026-03-31,0.08,USD,
CWEN,CLEARWAY ENERGY INCORPORATED,2026-04-29,2026-03-31,-0.41,USD,
CWEN.A,CLEARWAY ENERGY INCORPORATED,2026-04-29,2026-03-31,,USD,
CZFS,CITIZENS FINANCIAL SERVICES INC,2026-04-29,2026-03-31,1.98,USD,
DB,DEUTSCHE BANK AG,2026-04-29,2026-03-31,1.24,USD,
DDCCF,DDCCF,2026-04-29,2026-03-31,,USD,
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,2026-04-29,2026-03-31,1.16,USD,
DIFTY,DIFTY,2026-04-29,2026-03-31,,USD,
DLX,DELUXE CORP,2026-04-29,2026-03-31,0.79,USD,
DNBBY,DNBBY,2026-04-29,2026-03-31,0.6345,NOK,
DRRSF,DRRSF,2026-04-29,2026-03-31,,USD,
DSDVF,DSDVF,2026-04-29,2026-03-31,12.3,USD,
DSDVY,DSDVY,2026-04-29,2026-03-31,0.9189,USD,
DTCK,DAVIS COMMODITIES LIMITED,2026-04-29,2025-12-31,,USD,
DTM,DT MIDSTREAM INC,2026-04-29,2026-03-31,1.13,USD,
DTMXD,DTMXD,2026-04-29,2026-03-31,,USD,
DTMXF,DTMXF,2026-04-29,2026-03-31,,USD,
EAT,BRINKER INTERNATIONAL INC,2026-04-29,2026-03-31,2.87,USD,
EBAY,EBAY INC,2026-04-29,2026-03-31,1.28,USD,
ECX,ECARX HOLDINGS INCORPORATED,2026-04-29,2026-03-31,,USD,
EG,EVEREST GROUP LTD,2026-04-29,2026-03-31,14.46,USD,
EGPLF,EGPLF,2026-04-29,2026-03-31,,USD,
EGTYF,EGTYF,2026-04-29,2026-03-31,,USD,
ELEEF,ELEEF,2026-04-29,2026-03-31,0.46,USD,
ELEZF,ELEZF,2026-04-29,2026-03-31,,USD,
ELEZY,ELEZY,2026-04-29,2026-03-31,,USD,
ELIXF,ELIXF,2026-04-29,2026-03-31,,USD,
EME,EMCOR GROUP INCORPORATED,2026-04-29,2026-03-31,5.82,USD,
EMGDF,EMGDF,2026-04-29,2026-03-31,,USD,
EMUSF,EMUSF,2026-04-29,2026-03-31,,USD,
ENEVF,ENEVF,2026-04-29,2026-02-28,,USD,
ENVX,ENOVIX CORPORATION,2026-04-29,2026-03-31,-0.2,USD,
EPIAF,EPIAF,2026-04-29,2026-03-31,1.82,USD,
EPIPF,EPIPF,2026-04-29,2026-03-31,,USD,
EPSM,EPSIUM ENTERPRISE LIMITED,2026-04-29,2025-12-31,,USD,
EQIX,EQUINIX INC,2026-04-29,2026-03-31,9.6,USD,
EQNR,EQUINOR ASA,2026-04-29,2026-03-31,0.75,USD,
EQTXF,EQTXF,2026-04-29,2026-03-31,,USD,
ESIFF,ESIFF,2026-04-29,2026-02-28,,USD,
ESRT,EMPIRE STATE REALTY TRUST INC - CLASS A,2026-04-29,2026-03-31,0,USD,
ETR,ENTERGY CORP,2026-04-29,2026-03-31,0.8712,USD,
ETSY,ETSY INC,2026-04-29,2026-03-31,0.79,USD,
EVR,EVERCORE INC - CLASS A,2026-04-29,2026-03-31,4.04,USD,
EXCOF,EXCOF,2026-04-29,2026-03-31,0.21,USD,
EXTR,EXTREME NETWORKS INC,2026-04-29,2026-03-31,0.11,USD,
FAXRF,FAXRF,2026-04-29,2026-03-31,,USD,
FAXXF,FAXXF,2026-04-29,2026-03-31,,USD,
FBBPF,FBBPF,2026-04-29,2026-03-31,1.16,USD,
FCAFF,FCAFF,2026-04-29,2026-03-31,,USD,
FCPT,FOUR CORNERS PROPERTY TRUST INC,2026-04-29,2026-03-31,0.42,USD,
FDMIF,FDMIF,2026-04-29,2026-02-28,-0.02,USD,
FDP,FRESH DEL MONTE PRODUCE INC,2026-04-29,2026-03-31,,USD,
FFOXD,FFOXD,2026-04-29,2026-03-31,,USD,
FFOXF,FFOXF,2026-04-29,2026-03-31,,USD,
FFWM,FIRST FOUNDATION INC,2026-04-29,2026-03-31,0.0,USD,
FIBK,FIRST INTERSTATE BANCSYSTEM INC,2026-04-29,2026-03-31,0.59,USD,
FINW,FINWISE BANCORP,2026-04-29,2026-03-31,0.33,USD,
FMBH,FIRST MID BANCSHARES INC,2026-04-29,2026-03-31,1.08,USD,
FMC,FMC CORP,2026-04-29,2026-03-31,-0.41,USD,
FMCCG,FMCCG,2026-04-29,2026-03-31,,USD,
FMCCH,FMCCH,2026-04-29,2026-03-31,,USD,
FMCCI,FMCCI,2026-04-29,2026-03-31,,USD,
FMCCJ,FMCCJ,2026-04-29,2026-03-31,,USD,
FMCCK,FMCCK,2026-04-29,2026-03-31,,USD,
FMCCL,FMCCL,2026-04-29,2026-03-31,,USD,
FMCCM,FMCCM,2026-04-29,2026-03-31,,USD,
FMCCN,FMCCN,2026-04-29,2026-03-31,,USD,
FMCCO,FMCCO,2026-04-29,2026-03-31,,USD,
FMCCP,FMCCP,2026-04-29,2026-03-31,,USD,
FMCCS,FMCCS,2026-04-29,2026-03-31,,USD,
FMCCT,FMCCT,2026-04-29,2026-03-31,,USD,
FMCKI,FMCKI,2026-04-29,2026-03-31,,USD,
FMCKJ,FMCKJ,2026-04-29,2026-03-31,,USD,
FMCKK,FMCKK,2026-04-29,2026-03-31,,USD,
FMCKL,FMCKL,2026-04-29,2026-03-31,,USD,
FMCKM,FMCKM,2026-04-29,2026-03-31,,USD,
FMCKN,FMCKN,2026-04-29,2026-03-31,,USD,
FMCKO,FMCKO,2026-04-29,2026-03-31,,USD,
FMCKP,FMCKP,2026-04-29,2026-03-31,,USD,
FNINF,FNINF,2026-04-29,2026-03-31,,USD,
FNRN,FNRN,2026-04-29,2026-03-31,,USD,
FNWD,FINWARD BANCORP,2026-04-29,2026-03-31,,USD,
FOJCF,FOJCF,2026-04-29,2026-03-31,0.41,USD,
FORM,FORMFACTOR INC,2026-04-29,2026-03-31,0.35,USD,
FREGP,FREGP,2026-04-29,2026-03-31,,USD,
FREJN,FREJN,2026-04-29,2026-03-31,,USD,
FREJO,FREJO,2026-04-29,2026-03-31,,USD,
FREJP,FREJP,2026-04-29,2026-03-31,,USD,
FRFFF,FRFFF,2026-04-29,2026-03-31,,USD,
FRFXF,FRFXF,2026-04-29,2026-03-31,,USD,
FSROF,FSROF,2026-04-29,2026-03-31,0.03,USD,
FSS,FEDERAL SIGNAL CORP,2026-04-29,2026-03-31,0.87,USD,
FTAI,FTAI AVIATION LTD - CLASS A,2026-04-29,2026-03-31,,USD,
FTV,FORTIVE CORP,2026-04-29,2026-03-31,0.64,USD,
FUSB,FIRST US BANCSHARES INCORPORATED,2026-04-29,2026-03-31,,USD,
FXNC,FIRST NATIONAL CORP (STRASBURG VA),2026-04-29,2026-03-31,0.52,USD,
FYMNF,FYMNF,2026-04-29,2026-03-31,,USD,
GALKF,GALKF,2026-04-29,2026-03-31,,USD,
GAYMF,GAYMF,2026-04-29,2026-03-31,,USD,
GEHC,GE HEALTHCARE TECHNOLOGIES INCORPORATED,2026-04-29,2026-03-31,1.06,USD,
GFL,GFL ENVIRONMENTAL INCORPORATED,2026-04-29,2026-03-31,0.06,USD,
GGGOF,GGGOF,2026-04-29,2026-03-31,,USD,
GH,GUARDANT HEALTH INCORPORATED,2026-04-29,2026-03-31,-0.75,USD,
GHC,GRAHAM HOLDINGS COMPANY,2026-04-29,2026-03-31,,USD,
GIB,CGI INC - CLASS A,2026-04-29,2026-03-31,1.66,USD,pre-market
GITS,GLOBAL INTERACTIVE TECHNOLOGIES INCORPORATED COMMON STOCK,2026-04-29,2025-12-31,,USD,
GKOS,GLAUKOS CORPORATION,2026-04-29,2026-03-31,-0.26,USD,
GKTRF,GKTRF,2026-04-29,2026-03-31,,USD,
GL,GLOBE LIFE INCORPORATED,2026-04-29,2026-03-31,3.5,USD,
GLAPY,GLAPY,2026-04-29,2026-03-31,0,USD,
GLAXF,GLAXF,2026-04-29,2026-03-31,0.45,USD,
GLIBK,GCI LIBERTY INC,2026-04-29,2026-03-31,,USD,
GMBXF,GMBXF,2026-04-29,2026-03-31,0.207,USD,
GNNDY,GNNDY,2026-04-29,2026-03-31,0.5272,USD,
GNRC,GENERAC HOLDINGS INCORPORATED,2026-04-29,2026-03-31,1.29,USD,
GNW,GENWORTH FINANCIAL INC - CLASS A,2026-04-29,2026-03-31,,USD,
GNYPF,GNYPF,2026-04-29,2026-03-31,,USD,
GOMRF,GOMRF,2026-04-29,2026-02-28,,USD,
GRAB,GRAB HOLDINGS LIMITED,2026-04-29,2026-03-31,0.03,USD,
GRBK,GREEN BRICK PARTNERS INC,2026-04-29,2026-03-31,1.61,USD,
GRMN,GARMIN LTD,2026-04-29,2026-03-31,1.83,USD,
GSK,GSK PLC,2026-04-29,2026-03-31,1.18,USD,
GTES,GATES INDUSTRIAL CORPORATION PUBLIC LIMITED COMPANY,2026-04-29,2026-03-31,0.31,USD,
HANCF,HANCF,2026-04-29,2026-03-31,,USD,
HBB,HAMILTON BEACH BRANDS HOLDING CO - CLASS A,2026-04-29,2026-03-31,,USD,
HBFGF,HBFGF,2026-04-29,2026-03-31,,USD,
HCC,WARRIOR MET COAL INCORPORATED,2026-04-29,2026-03-31,1.21,USD,
HESM,HESS MIDSTREAM LP - CLASS A,2026-04-29,2026-03-31,0.64,USD,
HFBL,HOME FEDERAL BANCORP INC (LOUISIANA),2026-04-29,2026-03-31,,USD,
HINOY,HINOY,2026-04-29,2026-03-31,0.0781,USD,
